gbifid,species,latitude,longitude,pa,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
1227772677.0,Pinus edulis,31.898318,-104.826976,1,13.7,15.0,4.5,654.6,30.0,-2.8,32.8,22.1,9.6,22.1,5.2,193.0,42.0,2.0,86.0,108.0,8.0,108.0,14.0
1143520276.0,Pinus edulis,36.062699,-112.115135,1,7.6,16.1,4.4,720.4,27.5,-8.7,36.2,16.7,10.5,17.1,-1.1,415.0,55.0,14.0,33.0,133.0,57.0,115.0,114.0
1143520270.0,Pinus edulis,35.998637,-111.98714,1,7.0,15.7,4.4,713.7,26.6,-9.0,35.6,16.0,9.9,16.5,-1.6,444.0,58.0,14.0,33.0,143.0,59.0,123.0,126.0
1143517727.0,Pinus edulis,36.035896,-111.816621,1,7.6,15.6,4.2,735.5,27.5,-8.8,36.3,16.8,10.7,17.3,-1.4,398.0,53.0,12.0,33.0,131.0,54.0,111.0,110.0
1098265656.0,Pinus edulis,39.7456,-104.9656,1,10.1,15.3,3.8,835.9,30.8,-8.6,39.4,18.6,-0.1,21.3,-0.1,404.0,67.0,13.0,46.0,162.0,44.0,135.0,44.0
1097862298.0,Pinus edulis,40.65,-112.17,1,5.7,13.2,3.5,814.2,26.9,-10.3,37.2,-0.3,16.6,16.6,-4.1,698.0,83.0,32.0,27.0,223.0,106.0,106.0,208.0
1097334304.0,Pinus edulis,38.9124,-114.1592,1,8.1,17.5,4.2,806.5,31.1,-10.3,41.4,6.1,-0.6,19.0,-1.6,319.0,35.0,19.0,18.0,96.0,63.0,79.0,64.0
1097305247.0,Pinus edulis,36.8831,-104.935,1,5.8,17.5,4.3,771.9,25.9,-14.0,39.9,15.7,-4.2,15.7,-4.2,430.0,75.0,15.0,55.0,191.0,50.0,191.0,50.0
1097187646.0,Pinus edulis,36.8831,-104.935,1,5.8,17.5,4.3,771.9,25.9,-14.0,39.9,15.7,-4.2,15.7,-4.2,430.0,75.0,15.0,55.0,191.0,50.0,191.0,50.0
1097085509.0,Pinus edulis,39.7456,-104.9656,1,10.1,15.3,3.8,835.9,30.8,-8.6,39.4,18.6,-0.1,21.3,-0.1,404.0,67.0,13.0,46.0,162.0,44.0,135.0,44.0
1097013497.0,Pinus edulis,40.89433,-109.1755,1,7.5,17.2,3.9,893.8,31.3,-12.5,43.8,11.8,-4.0,19.1,-4.0,239.0,29.0,9.0,29.0,79.0,36.0,62.0,36.0
1065587866.0,Pinus edulis,39.420258,-107.2224,1,6.1,17.9,4.0,881.3,29.4,-14.7,44.1,12.9,-3.4,17.4,-5.4,411.0,38.0,27.0,9.0,111.0,97.0,98.0,98.0
1065581360.0,Pinus edulis,38.486344,-109.73621,1,11.5,15.9,3.6,938.1,34.4,-8.9,43.3,18.3,16.2,23.6,-0.7,244.0,29.0,11.0,22.0,79.0,50.0,61.0,52.0
1042817272.0,Pinus edulis,32.950923,-105.835542,1,11.2,14.9,4.5,653.6,27.8,-4.6,32.4,18.7,10.5,19.7,3.0,458.0,90.0,11.0,64.0,234.0,53.0,213.0,80.0
1041368679.0,Pinus edulis,40.295526,-106.961225,1,3.9,17.2,4.0,874.3,26.6,-15.6,42.2,-5.8,-5.9,15.0,-7.5,492.0,46.0,36.0,6.0,128.0,119.0,122.0,123.0
1041368316.0,Pinus edulis,38.702613,-108.953888,1,10.4,15.4,3.6,900.2,32.3,-9.5,41.8,17.0,-1.3,22.0,-1.3,310.0,34.0,15.0,21.0,96.0,64.0,77.0,64.0
1041340011.0,Pinus edulis,36.799667,-104.698083,1,7.0,17.2,4.4,758.5,26.6,-12.2,38.8,16.8,-2.7,16.8,-2.7,431.0,80.0,13.0,64.0,205.0,42.0,205.0,42.0
1024210399.0,Pinus edulis,35.097683,-106.286252,1,9.5,16.0,4.2,762.3,29.3,-8.2,37.5,18.5,13.5,19.5,-0.1,418.0,69.0,22.0,47.0,182.0,73.0,164.0,75.0
1024184859.0,Pinus edulis,36.679916,-105.672675,1,6.8,18.0,4.2,839.3,28.2,-14.5,42.7,16.7,-4.4,17.4,-4.4,312.0,56.0,13.0,48.0,138.0,44.0,130.0,44.0
930740122.0,Pinus edulis,36.06628,-112.1174,1,7.6,16.1,4.4,720.4,27.5,-8.7,36.2,16.7,10.5,17.1,-1.1,415.0,55.0,14.0,33.0,133.0,57.0,115.0,114.0
930740097.0,Pinus edulis,36.04881,-112.1184,1,7.6,16.1,4.4,720.4,27.5,-8.7,36.2,16.7,10.5,17.1,-1.1,415.0,55.0,14.0,33.0,133.0,57.0,115.0,114.0
930740036.0,Pinus edulis,36.05361,-112.128,1,7.8,16.2,4.4,721.5,27.8,-8.5,36.3,16.9,10.6,17.3,-0.9,411.0,55.0,14.0,32.0,133.0,57.0,115.0,112.0
922980940.0,Pinus edulis,36.039246,-111.959953,1,10.7,16.5,4.3,778.9,31.4,-6.8,38.2,20.3,14.1,20.9,1.0,297.0,43.0,10.0,34.0,102.0,42.0,87.0,75.0
911491252.0,Pinus edulis,35.700168,-105.923033,1,9.2,16.4,4.3,773.2,28.8,-9.0,37.8,18.4,-0.5,19.3,-0.5,395.0,74.0,19.0,57.0,189.0,58.0,175.0,58.0
911490269.0,Pinus edulis,38.71525,-109.577636,1,11.8,16.0,3.6,951.9,35.0,-8.8,43.8,18.7,-0.6,24.1,-0.6,241.0,28.0,11.0,21.0,75.0,49.0,58.0,49.0
910491749.0,Pinus edulis,36.544949,-105.562477,1,3.7,17.2,4.4,745.2,23.6,-15.4,39.0,12.7,-5.9,13.3,-5.9,511.0,84.0,28.0,42.0,206.0,86.0,200.0,86.0
891099322.0,Pinus edulis,38.43991,-109.44504,1,10.6,15.5,3.6,910.5,33.1,-9.1,42.2,17.4,15.1,22.5,-1.1,288.0,33.0,12.0,21.0,91.0,57.0,71.0,63.0
891074765.0,Pinus edulis,36.170115,-111.963528,1,5.8,14.8,4.3,702.4,24.9,-9.5,34.4,-1.9,8.5,15.1,-2.6,504.0,60.0,15.0,33.0,163.0,65.0,130.0,152.0
883369807.0,Pinus edulis,39.658084,-107.891663,1,5.3,17.1,4.0,837.1,27.6,-14.4,42.0,4.2,-5.4,16.2,-5.4,446.0,43.0,29.0,11.0,124.0,100.0,107.0,100.0
574755323.0,Pinus edulis,40.768467,-105.184717,1,7.6,15.4,3.9,805.0,28.5,-10.1,38.6,15.9,-2.2,18.4,-2.2,375.0,63.0,10.0,52.0,162.0,32.0,137.0,32.0
240494375.0,Pinus edulis,33.03598,-108.15874,1,10.7,19.3,5.2,676.3,29.9,-7.1,37.0,18.9,13.9,19.6,2.3,437.0,88.0,10.0,70.0,232.0,42.0,195.0,81.0
219013945.0,Pinus edulis,36.055,-112.120556,1,7.6,16.1,4.4,720.4,27.5,-8.7,36.2,16.7,10.5,17.1,-1.1,415.0,55.0,14.0,33.0,133.0,57.0,115.0,114.0
177004860.0,Pinus edulis,33.03598,-108.15874,1,10.7,19.3,5.2,676.3,29.9,-7.1,37.0,18.9,13.9,19.6,2.3,437.0,88.0,10.0,70.0,232.0,42.0,195.0,81.0
60175555.0,Pinus edulis,36.07,-113.64,1,12.6,15.3,4.2,754.4,32.6,-3.4,36.0,22.2,15.5,22.7,3.6,320.0,44.0,9.0,37.0,105.0,41.0,89.0,91.0
60175554.0,Pinus edulis,36.37,-113.56,1,11.8,15.1,4.1,753.5,31.8,-4.2,36.0,3.8,14.7,21.9,2.8,358.0,46.0,10.0,34.0,113.0,48.0,94.0,103.0
60175532.0,Pinus edulis,39.04,-108.65,1,10.1,14.6,3.5,918.9,32.2,-9.3,41.5,16.9,-1.7,22.1,-1.7,300.0,32.0,17.0,18.0,92.0,61.0,75.0,61.0
60175295.0,Pinus edulis,39.19,-111.66,1,5.9,15.8,3.9,835.1,27.7,-12.5,40.2,12.5,9.4,16.9,-4.6,352.0,34.0,21.0,11.0,96.0,80.0,84.0,86.0
60175217.0,Pinus edulis,38.09,-112.3,1,6.0,18.4,4.4,791.8,28.4,-13.2,41.6,15.9,9.3,16.4,-3.9,332.0,45.0,17.0,25.0,111.0,70.0,96.0,71.0
60174894.0,Pinus edulis,40.44,-111.98,1,8.4,14.0,3.5,863.8,30.6,-8.7,39.3,7.1,19.9,19.9,-2.4,549.0,62.0,26.0,24.0,173.0,88.0,88.0,148.0
56627706.0,Pinus edulis,38.0325,-105.7194,1,5.6,17.4,4.2,821.7,26.6,-14.8,41.4,15.3,-5.1,16.1,-5.1,285.0,52.0,9.0,54.0,129.0,32.0,122.0,32.0
,,37.17170217,-109.2559759,0,12.3,16.8,3.8,930.4,35.1,-8.3,43.4,19.0,16.9,24.3,0.2,229.0,29.0,6.0,29.0,76.0,33.0,51.0,58.0
,,40.90075605,-113.6797089,0,10.3,13.6,3.2,948.1,33.3,-8.4,41.7,14.7,-1.7,22.8,-1.7,177.0,26.0,10.0,30.0,64.0,30.0,49.0,30.0
,,37.7979226,-111.9593513,0,4.7,17.0,4.2,782.7,25.9,-14.0,39.9,14.4,7.9,14.9,-5.2,336.0,50.0,16.0,29.0,121.0,61.0,103.0,74.0
,,37.88059702,-108.0981819,0,0.9,16.0,4.2,727.6,20.4,-16.9,37.3,9.9,3.7,10.3,-8.0,764.0,82.0,35.0,20.0,230.0,137.0,197.0,194.0
,,33.90896574,-106.7231194,0,13.4,18.7,4.7,774.1,33.5,-6.1,39.6,22.4,8.9,23.4,3.5,260.0,54.0,9.0,69.0,137.0,28.0,115.0,35.0
,,39.9547622,-111.0501972,0,3.5,15.2,3.6,873.4,25.1,-16.1,41.2,-6.3,7.3,14.7,-7.9,435.0,41.0,27.0,10.0,120.0,93.0,99.0,119.0
,,32.46526375,-105.9344819,0,16.1,17.5,4.6,758.6,34.9,-2.7,37.6,24.7,11.6,25.8,6.4,264.0,52.0,6.0,66.0,138.0,23.0,122.0,39.0
,,35.16604312,-108.4941574,0,8.5,18.3,4.5,779.1,29.3,-10.8,40.1,18.0,12.0,18.6,-1.4,351.0,60.0,13.0,46.0,149.0,44.0,126.0,75.0
,,38.46084324,-114.8356881,0,8.4,18.0,4.3,801.8,31.0,-10.7,41.7,7.0,-0.7,19.0,-1.6,282.0,28.0,17.0,13.0,78.0,62.0,70.0,64.0
,,37.43195818,-115.3824878,0,11.1,16.3,4.2,776.8,32.2,-6.3,38.5,3.0,14.2,21.5,1.6,251.0,27.0,9.0,25.0,79.0,44.0,59.0,73.0
,,30.96451222,-110.8403247,0,17.9,18.1,5.2,621.8,35.4,1.0,34.4,25.5,20.5,25.9,10.3,504.0,124.0,6.0,82.0,282.0,31.0,244.0,112.0
,,38.6354073,-103.995244,0,9.3,17.6,4.0,886.6,31.5,-11.7,43.2,20.9,-2.0,20.9,-2.0,325.0,65.0,6.0,71.0,162.0,21.0,162.0,21.0
,,37.79418044,-109.7364705,0,7.6,13.8,3.6,842.9,28.4,-9.8,38.2,18.0,11.3,18.8,-2.9,388.0,45.0,14.0,25.0,123.0,61.0,100.0,98.0
,,33.68514159,-115.7538568,0,19.6,15.8,4.4,728.0,39.0,3.2,35.8,12.0,22.2,29.2,10.7,147.0,23.0,1.0,47.0,50.0,10.0,37.0,50.0
,,39.87770712,-103.9373474,0,9.3,16.9,3.9,902.1,31.9,-11.4,43.3,18.5,-2.1,21.2,-2.1,371.0,67.0,7.0,65.0,180.0,25.0,159.0,25.0
,,37.5919894,-114.2162727,0,9.3,15.9,4.1,790.3,30.7,-7.9,38.6,0.9,12.4,19.9,-0.3,339.0,39.0,11.0,24.0,103.0,59.0,79.0,91.0
,,36.82040671,-102.7046418,0,12.5,17.0,4.1,846.6,33.1,-7.6,40.7,21.2,1.8,23.5,1.8,404.0,68.0,9.0,64.0,186.0,27.0,185.0,27.0
,,38.02102246,-101.3588672,0,11.8,16.4,3.7,942.9,33.8,-9.5,43.3,21.5,-0.3,24.0,-0.3,439.0,72.0,9.0,64.0,209.0,28.0,196.0,28.0
,,34.99016532,-114.005486,0,16.3,14.8,4.2,752.1,35.5,0.3,35.2,25.9,19.1,26.3,7.3,218.0,31.0,4.0,41.0,73.0,21.0,58.0,67.0
,,36.96584441,-113.6870608,0,16.1,16.5,4.0,861.1,37.9,-2.5,40.4,7.4,20.1,27.5,5.4,228.0,30.0,5.0,34.0,83.0,31.0,46.0,72.0
,,36.51536559,-111.8202108,0,12.3,15.6,3.9,842.4,33.5,-5.8,39.3,22.5,16.2,23.3,1.7,201.0,28.0,8.0,30.0,67.0,31.0,58.0,52.0
,,40.89093226,-103.9745534,0,7.9,17.1,4.0,888.2,30.7,-12.0,42.7,17.0,-3.1,19.7,-3.1,380.0,66.0,5.0,71.0,196.0,21.0,175.0,21.0
,,32.83067077,-110.6612748,0,19.7,16.3,4.4,759.2,38.3,1.8,36.5,28.8,23.3,29.5,10.1,367.0,58.0,7.0,50.0,146.0,26.0,118.0,106.0
,,36.57207274,-106.4396226,0,4.8,17.3,4.3,774.0,25.4,-14.7,40.1,14.2,8.3,14.7,-5.2,489.0,76.0,28.0,34.0,183.0,88.0,167.0,104.0
,,38.203949,-101.3762044,0,11.4,16.6,3.7,949.8,33.7,-10.0,43.7,21.3,-0.7,23.8,-0.7,436.0,71.0,9.0,63.0,208.0,28.0,194.0,28.0
,,35.76068195,-102.8101392,0,13.3,17.1,4.2,832.2,33.2,-7.1,40.3,24.1,2.6,24.1,2.6,411.0,70.0,9.0,65.0,197.0,29.0,197.0,29.0
,,40.15903749,-107.6509912,0,3.3,16.5,4.0,831.2,25.2,-15.5,40.7,1.8,11.6,14.1,-7.1,509.0,50.0,35.0,10.0,140.0,121.0,122.0,121.0
,,40.95200262,-105.8305211,0,2.1,14.8,4.0,765.4,22.6,-13.9,36.5,9.8,-7.1,12.2,-7.1,509.0,58.0,28.0,24.0,167.0,89.0,160.0,89.0
,,31.26780572,-110.0181895,0,13.7,15.6,4.8,604.6,30.9,-1.5,32.4,20.5,16.9,21.5,6.1,532.0,128.0,8.0,80.0,291.0,46.0,266.0,108.0
,,31.97486316,-102.9496116,0,17.4,16.4,4.4,760.0,35.0,-2.2,37.2,25.8,9.3,26.9,7.3,335.0,60.0,8.0,59.0,146.0,32.0,128.0,32.0
,,35.23156166,-108.9579776,0,9.0,17.8,4.5,783.3,29.6,-9.9,39.5,18.6,12.5,19.2,-0.9,330.0,56.0,11.0,48.0,140.0,38.0,118.0,68.0
,,33.5712844,-109.7899565,0,10.2,17.4,4.7,696.1,29.3,-7.1,36.4,18.7,13.2,19.3,1.5,548.0,93.0,14.0,52.0,238.0,51.0,200.0,133.0
,,34.79791287,-102.1104237,0,13.6,16.1,4.1,805.8,32.5,-6.0,38.5,23.9,3.1,23.9,3.1,470.0,84.0,11.0,62.0,217.0,37.0,217.0,37.0
,,38.95743817,-109.8996424,0,11.2,16.5,3.6,980.9,34.8,-10.4,45.2,18.2,-1.7,23.7,-1.7,211.0,25.0,11.0,24.0,70.0,41.0,54.0,41.0
,,37.80401491,-109.5186683,0,4.6,13.3,3.6,787.2,24.3,-11.8,36.1,14.4,7.7,15.0,-5.1,534.0,60.0,20.0,24.0,165.0,84.0,136.0,138.0
,,36.79612756,-116.92904,0,14.4,15.6,3.9,832.8,35.5,-3.6,39.1,6.0,18.1,25.4,4.1,134.0,19.0,5.0,34.0,48.0,23.0,29.0,48.0
,,39.00958001,-104.9891966,0,2.1,15.8,4.2,755.0,21.8,-15.6,37.4,12.0,-7.2,12.0,-7.2,548.0,89.0,15.0,51.0,233.0,59.0,233.0,59.0
,,34.41987126,-114.0314702,0,20.4,15.8,4.2,791.4,40.2,2.9,37.3,12.2,23.6,30.8,10.7,188.0,26.0,2.0,45.0,65.0,14.0,44.0,63.0
,,38.98220092,-110.6125252,0,8.9,15.9,3.6,932.8,31.6,-11.7,43.3,20.1,-3.2,21.0,-3.2,219.0,29.0,13.0,29.0,79.0,40.0,67.0,40.0
,,32.25098433,-105.0110427,0,16.1,17.0,4.6,728.3,34.1,-2.5,36.6,24.3,11.9,25.4,6.7,249.0,47.0,5.0,72.0,129.0,18.0,115.0,26.0
,,36.4699093,-105.5825516,0,6.8,18.0,4.2,812.9,27.8,-14.1,41.9,16.5,-3.9,17.1,-3.9,358.0,64.0,16.0,50.0,157.0,50.0,152.0,50.0
,,37.33814049,-103.0146893,0,11.1,16.8,4.1,844.9,31.9,-8.8,40.7,19.8,0.4,22.1,0.4,399.0,70.0,9.0,61.0,184.0,30.0,176.0,30.0
,,32.82011913,-108.5816098,0,12.9,19.5,5.1,712.0,32.6,-5.5,38.1,21.6,16.3,22.3,4.1,394.0,75.0,8.0,65.0,197.0,32.0,163.0,87.0
,,34.10480299,-109.9238608,0,8.9,17.5,4.8,688.5,28.1,-8.3,36.4,17.4,11.9,17.9,0.3,601.0,89.0,15.0,44.0,232.0,57.0,190.0,157.0
,,30.78597385,-109.3044298,0,18.7,19.3,5.0,687.6,37.7,-0.4,38.1,26.6,18.1,27.2,9.9,339.0,95.0,4.0,88.0,196.0,22.0,173.0,70.0
,,40.4006777,-111.652309,0,0.8,12.4,3.6,750.4,20.1,-13.9,34.0,-7.4,10.9,10.9,-7.8,907.0,110.0,42.0,31.0,309.0,140.0,140.0,301.0
,,34.72023686,-111.6071939,0,11.1,16.2,4.5,707.0,30.4,-5.1,35.5,20.0,14.0,20.5,2.5,611.0,80.0,11.0,40.0,203.0,64.0,163.0,180.0
,,39.77252517,-112.703244,0,10.1,16.0,3.6,936.8,34.0,-9.7,43.7,9.0,22.5,22.5,-1.7,209.0,25.0,14.0,19.0,68.0,44.0,44.0,44.0
,,37.73965554,-115.5716554,0,9.3,16.2,4.2,766.1,30.3,-7.9,38.2,1.3,12.3,19.6,0.0,288.0,30.0,12.0,22.0,90.0,52.0,67.0,86.0
,,41.21737046,-106.1184124,0,4.3,15.1,4.0,792.4,25.5,-11.9,37.4,12.4,-5.3,14.8,-5.3,399.0,45.0,20.0,24.0,131.0,69.0,124.0,69.0
,,39.61047735,-115.1024762,0,7.3,17.0,4.1,811.7,30.0,-11.2,41.2,5.9,-2.8,18.0,-2.8,278.0,32.0,18.0,15.0,84.0,62.0,65.0,62.0
,,42.30220948,-111.6532263,0,3.8,14.9,3.7,852.1,26.1,-13.6,39.7,2.3,14.3,14.8,-7.0,444.0,47.0,26.0,14.0,125.0,91.0,95.0,118.0
,,37.71107613,-115.1406913,0,12.4,17.6,4.2,816.5,34.6,-6.4,41.0,4.0,16.0,23.2,2.2,208.0,22.0,8.0,20.0,60.0,41.0,49.0,53.0
,,36.58470298,-115.4777097,0,16.3,16.8,4.2,813.7,37.6,-2.0,39.6,8.1,20.0,27.1,6.3,129.0,16.0,4.0,32.0,41.0,20.0,34.0,37.0
,,37.99514569,-112.164991,0,2.9,16.5,4.2,756.0,23.7,-15.0,38.7,12.4,5.7,12.8,-6.5,450.0,58.0,21.0,24.0,144.0,84.0,125.0,109.0
,,32.1507891,-105.1101216,0,16.7,17.5,4.6,742.4,35.0,-2.4,37.4,25.0,12.4,26.1,7.1,237.0,45.0,5.0,71.0,122.0,18.0,108.0,25.0
,,39.98792647,-115.8359531,0,5.8,15.2,3.9,779.9,27.6,-10.7,38.3,3.7,15.9,16.3,-3.6,396.0,42.0,20.0,20.0,122.0,70.0,77.0,106.0
,,41.83498075,-107.8852,0,5.3,15.2,3.6,933.8,28.8,-13.3,42.1,9.7,-6.7,17.5,-6.7,210.0,31.0,8.0,38.0,77.0,27.0,64.0,27.0
,,31.08550548,-106.9256646,0,17.6,19.1,4.9,752.7,37.4,-1.5,38.9,26.0,17.3,27.1,7.9,208.0,47.0,5.0,83.0,127.0,18.0,102.0,26.0
,,41.08795585,-112.5475975,0,10.6,13.1,3.2,936.8,33.3,-7.6,40.9,9.7,22.2,23.0,-1.3,343.0,42.0,18.0,24.0,115.0,65.0,67.0,74.0
,,38.3824891,-106.621599,0,2.3,18.4,4.0,905.0,24.5,-20.6,45.1,12.9,6.7,13.5,-9.9,379.0,51.0,24.0,27.0,134.0,75.0,122.0,87.0
,,40.98006946,-107.2911026,0,4.5,16.3,3.8,890.8,27.6,-14.5,42.1,3.5,-5.3,16.1,-6.9,385.0,39.0,25.0,12.0,108.0,83.0,97.0,83.0
,,41.85819729,-113.6546992,0,4.3,14.9,3.7,820.9,26.4,-13.2,39.6,7.3,10.9,15.2,-5.8,415.0,46.0,27.0,16.0,119.0,84.0,98.0,111.0
,,40.34868778,-115.2060503,0,7.1,16.2,4.0,806.0,29.5,-10.6,40.1,5.7,17.3,17.8,-2.9,345.0,38.0,16.0,23.0,107.0,56.0,65.0,95.0
,,36.71708564,-116.0922129,0,15.5,15.4,4.0,803.0,36.0,-1.8,37.8,5.7,19.1,26.1,5.7,151.0,22.0,4.0,40.0,55.0,22.0,36.0,55.0
,,41.59667252,-103.8593728,0,8.2,16.3,3.9,885.8,30.6,-11.1,41.7,17.4,-2.8,20.1,-2.8,397.0,72.0,10.0,61.0,194.0,32.0,157.0,32.0
,,35.23112019,-106.0949006,0,9.9,16.8,4.3,785.1,30.2,-8.5,38.7,19.2,-0.1,20.1,-0.1,365.0,65.0,16.0,53.0,169.0,53.0,154.0,53.0
,,37.08842238,-110.5165231,0,12.0,13.3,3.4,890.6,32.7,-6.0,38.7,22.8,16.3,23.7,0.7,206.0,27.0,7.0,31.0,72.0,30.0,58.0,47.0
,,42.41440287,-108.4466528,0,3.9,14.9,3.6,911.8,26.7,-14.6,41.3,8.0,-7.5,15.9,-7.5,285.0,42.0,16.0,30.0,104.0,54.0,72.0,54.0
,,37.5699711,-106.5394985,0,1.5,16.0,4.2,767.5,20.8,-17.2,38.0,10.8,4.8,11.4,-8.2,662.0,78.0,33.0,23.0,207.0,114.0,180.0,159.0
,,41.81561434,-105.4719831,0,4.9,14.7,3.9,798.8,26.2,-11.3,37.5,13.0,-4.9,15.6,-4.9,362.0,58.0,13.0,47.0,154.0,40.0,129.0,40.0
,,37.13873975,-104.4591927,0,9.1,16.5,4.3,771.4,28.6,-9.6,38.2,19.2,-0.6,19.2,-0.6,406.0,70.0,12.0,56.0,181.0,42.0,181.0,42.0
,,40.85731935,-105.9228389,0,2.9,15.6,4.0,786.6,24.1,-14.0,38.1,10.9,-6.8,13.2,-6.8,518.0,57.0,29.0,21.0,166.0,94.0,158.0,94.0
,,40.36095287,-103.2896931,0,9.5,16.1,3.7,931.3,32.0,-11.2,43.2,19.0,-2.3,21.7,-2.3,394.0,76.0,7.0,73.0,209.0,23.0,179.0,23.0
,,41.87857047,-107.9750086,0,5.2,15.2,3.6,934.9,28.7,-13.5,42.2,9.6,-6.8,17.4,-6.8,211.0,32.0,8.0,39.0,78.0,27.0,64.0,27.0
,,33.21969877,-103.8052902,0,14.3,17.7,4.5,760.7,33.0,-5.5,38.5,22.9,6.2,24.0,4.4,383.0,69.0,10.0,68.0,189.0,33.0,179.0,33.0
,,38.59154607,-109.6498463,0,12.0,16.1,3.6,949.0,35.1,-8.6,43.7,18.8,-0.4,24.2,-0.4,237.0,28.0,11.0,22.0,75.0,48.0,58.0,48.0
,,40.15024993,-113.9074511,0,7.0,17.3,4.0,831.0,30.4,-12.0,42.4,5.6,-2.4,18.0,-3.4,288.0,34.0,18.0,18.0,90.0,57.0,72.0,58.0
,,32.35628375,-106.2290102,0,16.2,17.7,4.6,766.3,35.2,-2.8,38.0,25.0,11.7,26.0,6.4,248.0,51.0,5.0,71.0,133.0,21.0,117.0,37.0
,,42.26916971,-112.0639047,0,5.0,14.9,3.7,860.0,27.7,-12.4,40.1,3.8,15.7,16.1,-6.0,450.0,49.0,25.0,17.0,132.0,85.0,92.0,122.0
,,34.4976187,-112.9715755,0,15.4,18.4,4.8,716.0,35.6,-2.0,37.6,24.7,18.0,24.9,6.9,381.0,59.0,6.0,45.0,135.0,32.0,107.0,113.0
,,41.64497888,-112.2880188,0,9.1,14.9,3.4,936.0,32.7,-9.9,42.6,8.4,20.5,21.2,-3.1,397.0,47.0,19.0,21.0,124.0,72.0,76.0,96.0
,,34.13493659,-109.9946018,0,9.4,17.7,4.7,698.1,28.8,-8.1,36.9,18.1,12.4,18.5,0.7,549.0,86.0,14.0,46.0,220.0,53.0,180.0,137.0
,,41.38323232,-106.406777,0,0.4,13.0,3.8,747.9,19.9,-13.9,33.8,3.0,-8.4,10.3,-8.4,553.0,56.0,36.0,14.0,163.0,117.0,151.0,117.0
,,39.04602949,-108.2943029,0,9.6,15.3,3.6,900.2,31.8,-10.1,41.9,16.3,-2.0,21.3,-2.0,312.0,33.0,18.0,18.0,95.0,62.0,75.0,62.0
,,35.26078877,-113.842212,0,15.7,15.5,4.2,755.4,35.4,-0.7,36.1,25.3,18.6,25.7,6.6,171.0,27.0,3.0,43.0,64.0,17.0,50.0,46.0
,,39.20047035,-114.7705166,0,6.4,17.7,4.2,794.9,29.1,-12.3,41.4,4.8,-2.4,17.0,-3.4,301.0,31.0,21.0,13.0,88.0,63.0,75.0,64.0
,,34.89986793,-115.483906,0,18.6,12.9,3.7,773.4,37.4,3.1,34.3,28.3,21.7,28.9,9.2,176.0,29.0,2.0,47.0,61.0,16.0,49.0,56.0
,,38.23027061,-107.4848107,0,-0.3,16.7,4.2,782.0,19.6,-20.0,39.6,9.2,2.9,9.7,-10.1,693.0,75.0,35.0,19.0,208.0,132.0,182.0,172.0
,,39.13816587,-104.9482158,0,4.5,16.9,4.3,759.6,24.9,-13.9,38.8,14.5,-4.9,14.5,-4.9,488.0,80.0,11.0,55.0,212.0,44.0,212.0,44.0
,,41.22724713,-113.7367412,0,9.7,14.4,3.4,931.7,33.1,-9.1,42.2,14.0,-2.1,22.0,-2.1,196.0,28.0,11.0,28.0,70.0,35.0,55.0,35.0
,,34.1905485,-114.9648695,0,22.8,14.2,3.9,801.6,42.0,5.8,36.2,32.8,26.4,33.3,12.9,96.0,15.0,1.0,43.0,33.0,7.0,25.0,32.0
,,39.33506698,-111.0062951,0,7.6,15.7,3.6,912.8,30.0,-12.6,42.6,18.6,-3.0,19.4,-4.3,256.0,30.0,17.0,19.0,82.0,55.0,72.0,56.0
,,37.72546486,-110.490288,0,13.1,15.9,3.6,956.2,35.9,-7.5,43.4,20.0,18.1,25.5,0.7,160.0,21.0,6.0,30.0,58.0,28.0,44.0,33.0
,,38.6020124,-108.3685181,0,6.9,15.6,3.8,835.8,28.3,-12.0,40.3,17.1,-3.7,17.8,-3.7,421.0,45.0,22.0,19.0,129.0,88.0,109.0,88.0
,,33.10886534,-111.4519671,0,20.9,17.7,4.6,768.9,40.5,2.6,37.9,30.5,24.2,30.8,11.4,414.0,52.0,13.0,35.0,129.0,48.0,109.0,126.0
,,37.42622903,-101.9572013,0,12.2,17.1,3.9,923.4,34.1,-9.3,43.4,21.8,0.4,24.2,0.4,400.0,66.0,7.0,66.0,192.0,23.0,180.0,23.0
,,39.48911695,-106.2479343,0,-1.7,13.1,3.7,767.5,16.9,-17.9,34.8,-4.1,-0.5,8.4,-10.9,664.0,65.0,41.0,15.0,182.0,141.0,173.0,168.0
,,31.62205785,-103.7067448,0,18.1,18.0,4.7,757.5,36.5,-1.7,38.2,26.5,10.1,27.7,8.3,290.0,56.0,8.0,61.0,135.0,29.0,116.0,32.0
,,36.60368797,-116.9083439,0,22.4,16.3,3.8,926.8,44.3,1.8,42.5,13.3,27.0,34.4,10.7,62.0,11.0,2.0,45.0,28.0,9.0,10.0,25.0
,,35.47722579,-114.2466357,0,14.6,13.9,4.0,750.3,33.6,-0.8,34.4,24.1,17.4,24.5,5.5,237.0,34.0,5.0,41.0,79.0,26.0,65.0,71.0
,,38.24662756,-113.1683241,0,9.8,17.8,4.1,875.9,33.2,-9.9,43.1,20.7,-1.3,21.3,-1.3,249.0,29.0,12.0,24.0,76.0,48.0,64.0,48.0
