gbifid,species,latitude,longitude,pa,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
,,40.25978067,-105.5686933,0,0.9,14.6,4.1,730.9,20.3,-15.0,35.3,-1.2,-3.1,10.5,-7.9,618.0,64.0,38.0,18.0,183.0,128.0,176.0,130.0
,,38.59071051,-106.9563017,0,2.8,19.4,4.0,950.5,26.3,-21.2,47.5,13.7,7.7,14.4,-10.3,340.0,44.0,21.0,24.0,117.0,68.0,105.0,82.0
,,40.6144996,-107.535372,0,5.3,17.5,3.9,923.6,29.2,-15.4,44.6,4.7,-4.9,17.1,-6.8,417.0,41.0,28.0,12.0,115.0,93.0,97.0,95.0
,,35.70280419,-104.3942743,0,12.7,17.8,4.3,813.2,32.8,-7.7,40.5,23.3,2.3,23.3,2.3,355.0,67.0,8.0,68.0,176.0,27.0,176.0,27.0
,,42.19140333,-111.1699428,0,3.9,16.4,3.8,912.9,27.5,-15.4,42.9,8.4,-6.4,15.6,-7.9,345.0,38.0,23.0,14.0,102.0,80.0,82.0,81.0
,,40.43351815,-106.7449098,0,0.5,14.8,4.0,787.1,20.8,-16.1,36.9,-1.4,1.6,10.7,-9.2,575.0,54.0,41.0,9.0,153.0,134.0,149.0,139.0
,,35.74986082,-108.1374678,0,9.5,17.3,4.3,819.5,30.5,-9.7,40.2,19.4,13.5,20.2,-0.9,262.0,47.0,12.0,50.0,117.0,38.0,100.0,47.0
,,40.48651717,-105.7043912,0,-2.7,12.2,3.7,731.9,15.6,-17.2,32.8,-5.2,-1.7,7.0,-11.2,784.0,82.0,47.0,15.0,235.0,163.0,204.0,182.0
,,35.2112213,-112.9649584,0,11.6,18.7,4.9,717.2,32.4,-5.6,38.0,20.6,14.3,21.1,2.8,341.0,60.0,10.0,48.0,140.0,38.0,120.0,84.0
,,31.91272749,-103.1849523,0,17.8,16.9,4.4,772.8,35.8,-2.1,37.9,26.4,9.7,27.5,7.7,300.0,56.0,7.0,60.0,136.0,28.0,119.0,28.0
,,35.20670954,-105.9950238,0,9.9,17.6,4.4,797.6,30.7,-9.1,39.8,19.3,1.4,20.2,-0.4,335.0,64.0,13.0,61.0,164.0,43.0,150.0,43.0
,,36.52950297,-113.1406838,0,11.6,15.7,4.2,763.0,32.0,-5.0,37.0,3.5,14.6,21.7,2.3,366.0,46.0,11.0,32.0,113.0,51.0,96.0,104.0
,,39.14024498,-103.1022869,0,9.1,17.0,3.9,899.6,31.3,-11.3,42.6,18.3,-2.2,21.0,-2.2,391.0,70.0,8.0,68.0,194.0,25.0,181.0,25.0
,,33.59193555,-113.5234698,0,21.1,16.4,4.4,762.7,40.5,3.4,37.1,30.7,24.2,31.0,11.7,186.0,29.0,2.0,49.0,70.0,11.0,49.0,56.0
,,32.48110174,-111.6171221,0,20.7,17.8,4.7,740.5,39.7,2.3,37.4,29.8,24.0,30.3,11.5,291.0,54.0,5.0,57.0,129.0,20.0,105.0,76.0
,,36.34181707,-113.3422324,0,12.6,15.4,4.2,765.8,32.8,-3.8,36.6,22.2,15.6,22.8,3.3,340.0,44.0,10.0,33.0,107.0,46.0,91.0,96.0
,,37.19319712,-108.8235478,0,9.1,15.5,3.8,859.7,30.8,-9.9,40.7,15.7,13.0,20.3,-1.9,357.0,41.0,11.0,27.0,115.0,54.0,87.0,87.0
,,30.57645815,-106.8730491,0,17.5,19.3,5.0,712.8,37.0,-1.3,38.3,25.4,17.3,26.5,8.3,231.0,55.0,5.0,87.0,144.0,19.0,118.0,26.0
,,39.66736102,-115.6129753,0,5.1,15.6,4.0,773.1,26.7,-11.8,38.5,3.0,15.1,15.4,-4.3,393.0,40.0,24.0,15.0,118.0,79.0,84.0,101.0
,,37.89761543,-109.078326,0,7.5,16.0,3.8,862.5,29.6,-11.9,41.5,14.1,11.4,18.7,-3.7,370.0,43.0,13.0,28.0,124.0,61.0,94.0,83.0
,,38.41935501,-115.1818068,0,9.8,18.2,4.3,807.9,32.6,-9.5,42.1,8.7,0.5,20.5,-0.3,242.0,24.0,14.0,13.0,67.0,55.0,59.0,55.0
,,33.17972829,-110.0811104,0,16.9,17.4,4.6,764.0,36.3,-1.4,37.7,26.1,20.5,26.7,7.2,352.0,61.0,8.0,53.0,149.0,26.0,122.0,94.0
,,31.5062335,-108.3618186,0,15.7,18.9,4.9,701.1,35.4,-2.5,37.9,23.6,19.9,24.6,6.8,293.0,68.0,4.0,78.0,166.0,20.0,138.0,55.0
,,42.06398353,-108.4995989,0,4.8,15.7,3.6,932.5,28.4,-14.3,42.7,9.3,-7.1,17.0,-7.1,225.0,35.0,11.0,35.0,85.0,36.0,62.0,36.0
,,36.7353562,-109.8907674,0,12.3,15.1,3.7,893.5,33.7,-6.8,40.5,18.9,16.6,23.9,0.8,209.0,27.0,6.0,33.0,74.0,29.0,57.0,47.0
,,40.8068872,-112.9224576,0,10.3,13.3,3.2,935.1,33.0,-8.0,41.0,14.4,22.0,22.7,-1.4,271.0,33.0,17.0,21.0,89.0,56.0,61.0,57.0
,,39.66392131,-110.5513886,0,7.2,15.1,3.6,914.8,29.4,-12.5,41.9,18.3,-3.3,19.0,-4.6,282.0,32.0,19.0,18.0,89.0,57.0,79.0,58.0
,,36.23442143,-103.1094867,0,12.3,16.6,4.2,813.3,32.1,-7.3,39.4,22.9,1.9,22.9,1.9,383.0,69.0,7.0,71.0,187.0,23.0,187.0,23.0
,,30.55174606,-105.0096201,0,16.0,16.7,4.6,694.8,33.2,-2.4,35.6,23.4,12.0,24.6,6.8,303.0,66.0,6.0,86.0,182.0,19.0,159.0,25.0
,,38.70373765,-109.7731355,0,11.2,15.8,3.6,950.7,34.2,-9.3,43.5,18.1,-1.1,23.5,-1.1,238.0,28.0,11.0,24.0,78.0,48.0,60.0,48.0
,,35.81331628,-111.2601138,0,13.7,16.8,4.0,880.0,35.5,-5.8,41.3,24.3,18.0,25.1,2.4,171.0,29.0,5.0,41.0,69.0,23.0,55.0,36.0
,,34.50367787,-106.0457326,0,10.8,17.8,4.5,769.1,31.3,-7.7,39.0,19.9,2.8,20.8,1.0,348.0,66.0,15.0,57.0,169.0,48.0,152.0,54.0
,,39.20612367,-105.9922137,0,1.1,16.4,4.1,808.8,21.8,-18.1,39.9,11.0,-9.0,11.6,-9.0,414.0,60.0,22.0,35.0,155.0,72.0,154.0,72.0
,,37.86882905,-112.5572445,0,4.4,17.4,4.3,767.9,25.8,-13.8,39.6,14.0,7.4,14.4,-5.2,429.0,54.0,19.0,23.0,134.0,82.0,116.0,102.0
,,38.62612997,-102.977299,0,10.1,17.8,3.9,938.5,32.9,-11.8,44.7,19.8,-1.9,22.3,-1.9,357.0,66.0,7.0,68.0,175.0,24.0,164.0,24.0
,,39.7909614,-114.0305195,0,4.4,16.4,4.1,774.7,26.6,-13.0,39.6,2.1,14.8,14.8,-4.8,434.0,47.0,31.0,12.0,130.0,98.0,98.0,104.0
,,32.50275013,-108.5814306,0,13.0,18.4,4.9,709.0,32.1,-4.9,37.0,21.6,16.6,22.4,4.2,390.0,76.0,8.0,66.0,196.0,31.0,164.0,85.0
,,36.73742103,-109.9534879,0,12.0,14.7,3.6,887.2,33.2,-6.7,39.9,22.7,16.2,23.5,0.6,223.0,29.0,7.0,33.0,78.0,31.0,62.0,51.0
,,37.37358512,-115.2025114,0,14.0,17.3,4.3,809.2,35.7,-4.4,40.1,5.8,17.6,24.7,4.0,178.0,20.0,6.0,25.0,54.0,33.0,43.0,46.0
,,35.84597176,-108.8868109,0,8.1,16.5,4.2,793.2,28.4,-10.4,38.8,17.8,11.7,18.5,-1.9,337.0,53.0,12.0,42.0,136.0,42.0,114.0,71.0
,,37.31151193,-104.2834454,0,10.9,17.2,4.2,819.7,31.6,-8.6,40.2,21.7,0.7,21.7,0.7,351.0,59.0,10.0,54.0,153.0,35.0,153.0,35.0
,,30.97363548,-106.4355678,0,17.0,18.9,4.8,758.7,36.6,-2.2,38.8,25.6,16.8,26.7,7.3,234.0,49.0,4.0,77.0,134.0,22.0,110.0,29.0
,,32.22866559,-110.6185098,0,15.4,14.8,4.6,655.9,32.1,0.0,32.1,23.1,18.6,23.9,7.3,496.0,97.0,7.0,64.0,238.0,34.0,201.0,122.0
,,40.06377429,-107.9556865,0,5.3,18.0,4.1,854.3,28.3,-15.0,43.3,4.2,-5.7,16.3,-5.7,432.0,42.0,29.0,12.0,122.0,94.0,107.0,94.0
,,36.08196775,-115.1490581,0,19.1,14.6,3.7,862.4,39.7,1.0,38.7,10.3,23.0,30.4,8.3,106.0,13.0,2.0,36.0,35.0,13.0,25.0,33.0
,,34.52522456,-102.5349706,0,13.4,16.7,4.2,800.9,32.5,-6.4,38.9,23.6,3.0,23.6,3.0,444.0,74.0,11.0,61.0,203.0,37.0,203.0,37.0
,,39.71513499,-109.9015096,0,7.9,15.7,3.4,985.8,31.3,-13.6,44.9,15.2,-5.2,20.4,-5.2,242.0,26.0,14.0,20.0,78.0,45.0,66.0,45.0
,,34.17411453,-106.5309405,0,11.8,17.7,4.5,762.3,31.6,-6.9,38.5,20.7,7.1,21.7,2.1,321.0,64.0,13.0,64.0,164.0,41.0,142.0,47.0
,,32.70754983,-103.78263,0,16.0,17.3,4.5,757.8,34.5,-3.6,38.1,24.5,7.9,25.6,6.1,358.0,64.0,9.0,66.0,174.0,31.0,155.0,33.0
,,37.71736617,-115.6720894,0,11.8,16.8,4.2,798.4,33.4,-6.4,39.8,3.5,15.1,22.3,1.9,210.0,22.0,9.0,21.0,64.0,41.0,49.0,60.0
